proposal_id,title_de,correlation
113,Bundesgesetz über die Raumplanung,-0.485215610932347
80,Verfassungsartikel «Für Qualität und Wirtschaftlichkeit in der Krankenversicherung»,-0.45611434906338133
132,Volksinitiative «Stopp der Überbevölkerung - zur Sicherung der natürlichen Lebensgrundlagen»,-0.43455164587355805
186,Volksinitiative «Für eine Schweiz ohne synthetische Pestizide»,-0.4090429272843612
185,Volksinitiative «Für sauberes Trinkwasser und gesunde Nahrung – Keine Subventionen für den Pestizid- und den prophylaktischen Antibiotika-Einsatz»,-0.40788616424840396
78,Volksinitiative «Für demokratische Einbürgerungen»,-0.3810733278934299
30,Volksinitiative «für eine kürzere Arbeitszeit»,-0.3781468718958932
97,Volksinitiative «Für faire Steuern. Stopp dem Missbrauch beim Steuerwettbewerb»,-0.3750506861732187
138,Volksinitiative «Millionen-Erbschaften besteuern für unsere AHV (Erbschaftssteuerreform)»,-0.36108437713179964
106,Änderung des Bundesgesetzes über die Krankenversicherung (Managed Care),-0.3499994615492438
133,Volksinitiative «Rettet unser Schweizer Gold (Gold-Initiative)»,-0.34683141455843314
187,Bundesgesetz über die gesetzlichen Grundlagen für Verordnungen des Bundesrates zur Bewältigung der Covid-19-Epidemie (Covid-19-Gesetz),-0.3211308727427314
112,Volksinitiative «gegen die Abzockerei»,-0.3202948638270425
99,Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»,-0.3195194288482495
79,Volksinitiative «Volkssouveränität statt Behördenpropaganda»,-0.3064401193984519
71,Änderung des Asylgesetzes,-0.3021652756127332
70,Bundesgesetz über die Ausländerinnen und Ausländer,-0.2993331540938287
144,Volksinitiative «Pro Service public»,-0.29887831816931365
58,Volksinitiative 'Postdienst für alle',-0.2970998571547649
123,Volksinitiative «Abtreibungsfinanzierung ist Privatsache - Entlastung der Krankenversicherung durch Streichung der Kosten des Schwangerschaftsabbruchs aus der obligatorischen Grundversicherung»,-0.28278373904086873
188,Bundesgesetz über die Verminderung von Treibhausgasemissionen (CO2-Gesetz),-0.27682734336629866
131,Volksinitiative «Schluss mit den Steuerprivilegien für Millionäre (Abschaffung der Pauschalbesteuerung)»,-0.27265534784289197
124,Volksinitiative «Gegen Masseneinwanderung»,-0.26467500092691154
146,Volksinitiative «Für eine faire Verkehrsfinanzierung»,-0.2599314893055661
192,Volksinitiative «Für eine starke Pflege» (Pflegeinitiative),-0.2596520926624771
184,Bundesbeschluss über die Genehmigung des Umfassenden Wirtschaftspartnerschaftsabkommens zwischen den EFTA-Staaten und Indonesien,-0.2466847374034711
190,"Volksinitiative «Löhne entlasten, Kapital gerecht besteuern»",-0.23912225217495636
202,Volksinitiative «Keine Massentierhaltung in der Schweiz (Massentierhaltungsinitiative)»,-0.23774177638107002
142,Volksinitiative «Keine Spekulation mit Nahrungsmitteln!»,-0.23169489641626123
32,Volksinitiative «für Mutter und Kind - für den Schutz des ungeborenen Kindes und für die Hilfe an seine Mutter in Not»,-0.2254227613500809
193,Volksinitiative «Bestimmung der Bundesrichterinnen und Bundesrichter im Losverfahren» (Justiz-Initiative),-0.2152284506060601
75,Bundesgesetz über die Invalidenversicherung,-0.2111526240301686
84,Volksinitiative «für eine vernünftige Hanf-Politik mit wirksamem Jugendschutz»,-0.20658044469900563
105,Volksinitiative «Für die Stärkung der Volksrechte in der Aussenpolitik (Staatsverträge vors Volk!)»,-0.2030735284996712
46,Volksinitiative «Gleiche Rechte für Behinderte»,-0.20156418338459667
128,Bundesgesetz über den Fonds zur Beschaffung des Kampfflugzeugs Gripen,-0.20057697264258562
120,"Volksinitiative «Familieninitiative: Steuerabzüge auch für Eltern, die ihre Kinder selber betreuen»",-0.18763437920277592
45,Volksinitiative «Gesundheit muss bezahlbar bleiben»,-0.18757552028947527
215,Volksinitiative «Für die Zukunft unserer Natur und Landschaft (Biodiversitätsinitiative)»,-0.1817583159174677
161,Volksinitiative «Ja zur Abschaffung der Radio- und Fernsehgebühren (Abschaffung der Billag-Gebühren)»,-0.17063548764176506
12,Volksinitiative «Mehr Rechte für das Volk dank dem Referendum mit Gegenvorschlag»,-0.1683612599066094
93,Volksinitiative «Gegen den Bau von Minaretten»,-0.16575971309497345
29,Volksinitiative «für den Beitritt der Schweiz zur Organisation der Vereinten Nationen (UNO)»,-0.16386503789088724
182,Volksinitiative «Ja zum Verhüllungsverbot»,-0.1620529224887774
114,Volksinitiative «Volkswahl des Bundesrates»,-0.15474156456039168
47,Volksinitiative «Strom ohne Atom - Für eine Energiewende und die schrittweise Stilllegung der Atomkraftwerke»,-0.14897920136782225
20,Volksinitiative «für mehr Verkehrssicherheit durch Tempo 30 innerorts mit Ausnahmen (Strassen für alle)»,-0.14576174898634076
213,Volksinitiative «Für Freiheit und körperliche Unversehrtheit»,-0.14227561436321456
33,Volksinitiative «Überschüssige Goldreserven in den AHV-Fonds»,-0.13844284030411352
212,Volksinitiative «Für tiefere Prämien – Kostenbremse im Gesundheitswesen (Kostenbremse-Initiative)» ,-0.13071362226772804
194,"Änderung des Bundesgesetzes über die gesetzlichen Grundlagen für Verordnungen des Bundesrates zur Bewältigung der Covid-19-Epidemie (Covid-19-Gesetz) (Härtefälle, Arbeitslosenversicherung, familienergänzende Kinderbetreuung, Kulturschaffende, Veranstaltungen)",-0.12713660775046845
85,Bundesgesetz über die Betäubungsmittel und psychotropen Stoffe,-0.12709003138928887
17,Bundespersonalgesetz,-0.1267667639533326
81,Volksinitiative «für die Unverjährbarkeit pornografischer Straftaten an Kindern»,-0.12587898624358682
51,Obligationenrecht (Miete). Änderung,-0.1229546361445643
68,Bundesbeschluss über die Neuordnung der Verfassungsbestimmungen zur Bildung,-0.12100910322244786
115,Asylgesetz (AsylG) (Dringliche Änderungen des Asylgesetzes),-0.11836661671486863
98,Volksinitiative «Für den Schutz vor Waffengewalt»,-0.11667259847578944
52,"Volksinitiative «Lebenslange Verwahrung für nicht therapierbare, extrem gefährliche Sexual- und Gewaltstraftäter»",-0.1146275731000107
43,Volksinitiative «Ja zu fairen Mieten»,-0.11311531566942232
170,Volksinitiative «Zersiedelung stoppen – für eine nachhaltige Siedlungsentwicklung (Zersiedelungsinitiative)»,-0.11143053120758507
19,Volksinitiative «für tiefere Arzneimittelpreise»,-0.10779852510978209
175,Volksinitiative «Für eine massvolle Zuwanderung (Begrenzungsinitiative)»,-0.1059657063016724
140,Volksinitiative «Für Ehe und Familie - gegen die Heiratsstrafe»,-0.10397109828844439
210,Volksinitiative «Für eine sichere und nachhaltige Altersvorsorge (Renteninitiative)»,-0.10371777161011299
107,Bundesbeschluss über die Jugendmusikförderung,-0.10164428212495466
49,Volksinitiative «für ein ausreichendes Berufsbildungsangebot»,-0.09595090181172096
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,-0.09248827539389987
9,Solarinitiative und Gegenvorschlag: Stichfrage,-0.09236345882093715
7,Volksinitiative «für einen Solarrappen»,-0.09196003528599422
8,Verfassungsartikel über eine Förderabgabe für erneuerbare Energien,-0.08867968483885737
69,Volksinitiative «Nationalbankgewinne für die AHV»,-0.08595063388714427
27,Volksinitiative «Solidarität schafft Sicherheit: Für einen freiwilligen zivilen Friedensdienst (ZFD)»,-0.084396961574425
18,Volksinitiative «Ja zu Europa!»,-0.08337379060219263
94,Volksinitiative «Für die Ausschaffung krimineller Ausländer»,-0.08297146403915026
26,Volksinitiative «für eine glaubwürdige Sicherheitspolitik und eine Schweiz ohne Armee»,-0.08295660310020908
96,Ausschaffungsinitiative und Gegenvorschlag: Stichfrage,-0.0828489713799598
141,Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)»,-0.08160472757097538
195,Volksinitiative «Ja zum Tier- und Menschenversuchsverbot – Ja zu Forschungswegen mit Impulsen für Sicherheit und Fortschritt»,-0.0813846585073743
189,Bundesgesetz über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT),-0.07648937021946906
28,Volksinitiative «für eine Kapitalgewinnsteuer»,-0.06960280951403623
35,Goldinitiative und Gegenvorschlag: Stichfrage,-0.0657491629203072
23,Bundesbeschluss über die Aufhebung der Genehmigungspflicht für die Errichtung von Bistümern,-0.06303770642414463
162,Volksinitiative «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative),-0.05672978850082683
135,Volksinitiative «Energie- statt Mehrwertsteuer»,-0.05253917690433647
39,Bundesbeschluss über die Änderung der Volksrechte,-0.04393357244767106
11,Volksinitiative «für eine Regelung der Zuwanderung»,-0.043899995363128545
10,Verfassungsartikel über eine Energielenkungsabgabe für die Umwelt,-0.04239361207042213
48,Volksinitiative «MoratoriumPlus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos»,-0.04024073567639923
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,-0.036936251884852465
198,Bundesgesetz über ein Massnahmenpaket zugunsten der Medien,-0.03605446359653976
127,Volksinitiative «Für den Schutz fairer Löhne (Mindestlohn-Initiative)»,-0.031204248979789725
143,Bundesgesetz über den Strassentransitverkehr im Alpengebiet (Sanierung Gotthard-Strassentunnel),-0.030605814167307996
44,Volksinitiative «für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre»,-0.030354034567000893
59,"Bundesgesetz über die Erwerbsersatzordnung für Dienstleistende in Armee, Zivildienst und Zivilschutz (Erwerbsersatzgesetz, EOG)",-0.023389126480067125
60,Bundesbeschluss zur Neugestaltung des Finanzausgleichs und der Aufgabenteilung zwischen Bund und Kantonen (NFA),-0.020923867156725263
121,Bundesgesetz über die Abgabe für die Benützung von Nationalstrassen,-0.018786955471178094
36,Elektrizitätsmarktgesetz,-0.01744327810457907
37,Volksinitiative «gegen Asylrechtsmissbrauch»,-0.013291899552496643
119,Volksinitiative «1:12 - Für gerechte Löhne»,-0.011439333757992769
40,Bundesgesetz über die Anpassung der kantonalen Beiträge an Spitalbehandlungen,-0.008694976777158232
25,Volksinitiative «für eine gesicherte AHV - Energie statt Arbeit besteuern!»,-0.00842764148181971
34,"Gold für AHV, Kantone und Stiftung (Gegenvorschlag zur Goldinitiative)",-0.00544191175026754
221,Volksinitiative «Für eine verantwortungsvolle Wirtschaft innerhalb der planetaren Grenzen (Umweltverantwortungsinitiative)»,-0.005210674542644079
204,Änderung des Bundesgesetzes über die Alters- und Hinterlassenenversicherung (AHV 21),-0.004249365611710811
109,Volksinitiative «Schutz vor Passivrauchen»,-0.003391365779424734
168,Volksinitiative «Schweizer Recht statt fremde Richter (Selbstbestimmungsinitiative)»,-0.00322847438101483
73,Bundesgesetz über die Familienzulagen,-0.0020570414354081183
163,Bundesgesetz über Geldspiele (Geldspielgesetz),-0.0015505002712844968
66,Volksinitiative «für Lebensmittel aus gentechnikfreier Landwirtschaft»,0.002556951806457278
116,Volksinitiative «Ja zur Aufhebung der Wehrpflicht»,0.0069980810803367665
167,Volksinitiative «Für die Würde der landwirtschaftlichen Nutztiere (Hornkuh-Initiative)»,0.017415665766700658
183,"Bundesgesetz über elektronische Identifizierungsdienste (EID-Gesetz, BGEID)",0.020217024885431662
57,Bundesbeschluss über den Bürgerrechtserwerb von Ausländerinnen und Ausländern der dritten Generation,0.024015517130020234
203,Bundesbeschluss über die Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer,0.02425689748254559
16,Volksinitiative «für tiefere Spitalkosten»,0.025367509975887294
159,Bundesgesetz über die Reform der Altersvorsorge 2020,0.025844613219101958
88,Bundesbeschluss über die Genehmigung und Umsetzung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung über biometrische Pässe,0.02600441105031854
87,Verfassungsartikel «Zukunft mit Komplementärmedizin» (Gegenentwurf zur Volksinitiative «Ja zur Komplementärmedizin»),0.027326016305421183
82,Volksinitiative «für ein flexibles AHV-Alter»,0.0322551004290404
129,Volksinitiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»,0.035785146434059154
92,Volksinitiative «Für ein Verbot von Kriegsmaterial-Exporten»,0.03666301908040134
219,Änderung des Obligationenrechts (Mietrecht: Kündigung wegen Eigenbedarfs),0.04176041599855999
158,Bundesbeschluss über die Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer,0.04360368593172276
218,Änderung des Obligationenrechts (Mietrecht: Untermiete),0.04371230791736629
56,Bundesbeschluss über die ordentliche Einbürgerung sowie über die erleichterte Einbürgerung junger Ausländerinnen und Ausländer der zweiten Generation,0.044064186337221256
172,Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Richtlinie (EU) 2017/853 zur Änderung der EU-Waffenrichtlinie (Weiterentwicklung des Schengen-Besitzstands),0.045999434970961754
61,Bundesbeschluss über eine neue Finanzordnung,0.048219722188549106
126,Volksinitiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»,0.05318042237769472
1,Bundesbeschluss über die Justizreform,0.0559917720900139
196,Volksinitiative «Ja zum Schutz der Kinder und Jugendlichen vor Tabakwerbung» (Kinder und Jugendliche ohne Tabakwerbung),0.056794250451770445
178,Erwerbsersatzgesetz (indirekter Gegenvorschlag zur Volksinitiative «Für einen vernünftigen Vaterschaftsurlaub - zum Nutzen der ganzen Familie»),0.057018195841941906
217,Bundesbeschluss über den Ausbauschritt 2023 für die Nationalstrassen,0.0580848117443285
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,0.05921669204325347
157,Bundesbeschluss über die Ernährungssicherheit,0.05994618494123245
209,Volksinitiative «Für ein besseres Leben im Alter (Initiative für eine 13. AHV-Rente)»,0.0613487990415073
220,Änderung des Bundesgesetzes über die Krankenversicherung (KVG) (Einheitliche Finanzierung der Leistungen),0.06162287385810082
211,Volksinitiative «Maximal 10% des Einkommens für die Krankenkassenprämien (Prämien-Entlastungs-Initiative)» ,0.06324597210923083
145,Volksinitiative «Für ein bedingungsloses Grundeinkommen»,0.06362538099216872
67,Arbeitsgesetz (Ladenöffnungszeiten in Zentren des öffentlichen Verkehrs),0.06553139782712501
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,0.06574948578976805
24,Bundesbeschluss über eine Schuldenbremse,0.06598916305352724
179,Bundesbeschluss über die Beschaffung neuer Kampfflugzeuge,0.06675469684601901
77,Bundesgesetz über die Verbesserung der steuerlichen Rahmenbedingungen für unternehmerische Tätigkeiten und Investitionen,0.07097675983533891
137,Volksinitiative «Stipendieninitiative»,0.07174249993448414
169,Änderung des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),0.07332918385143586
53,Bundesgesetz über die Alters- und Hinterlassenenversicherung (11. AHV-Revision),0.07822364317508938
110,Änderung des Tierseuchengesetzes (TSG),0.07918271677661909
91,Bundesbeschluss zur Schaffung einer Spezialfinanzierung für Aufgaben im Luftverkehr,0.08549061615725913
207,"Bundesgesetz über die Ziele im Klimaschutz, die Innovation und die Stärkung der Energiesicherheit (KlG)",0.0937752613161137
111,Bundesbeschluss über die Familienpolitik,0.09747072390103458
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,0.09910617260712205
180,Volksinitiative «Für verantwortungsvolle Unternehmen – zum Schutz von Mensch und Umwelt»,0.10010081000246025
208,Änderung des Bundesgesetzes über die gesetzlichen Grundlagen für Verordnungen des Bundesrates zur Bewältigung der Covid-19-Epidemie (Covid-19-Gesetz),0.10221766938730788
173,Volksinitiative «Mehr bezahlbare Wohnungen»,0.1050774033388942
125,Bundesbeschluss über die medizinische Grundversorgung (direkter Gegenentwurf zur zurückgezogenen Volksinitiative «Ja zur Hausarztmedizin»),0.10615837161722307
200,"Änderung des Bundesgesetzes über die Transplantation von Organen, Geweben und Zellen (Transplantationsgesetz)",0.10634284781833338
117,Bundesgesetz über die Bekämpfung übertragbarer Krankheiten des Menschen (Epidemiengesetz),0.11447531965336573
95,Bundesbeschluss über die Aus- und Wegweisung krimineller Ausländerinnen und Ausländer im Rahmen der Bundesverfassung (Gegenentwurf zur Ausschaffungsinitiative),0.11996152596136686
199,"Änderung des Bundesgesetzes über Filmproduktion und Filmkultur (Filmgesetz, FiG)",0.12016772073969077
139,Bundesgesetz über Radio und Fernsehen,0.12193767053057254
89,Bundesbeschluss über eine befristete Zusatzfinanzierung der Invalidenversicherung durch Anhebung der Mehrwertsteuersätze,0.12410842530258577
216,"Änderung des Bundesgesetzes über die berufliche Alters-, Hinterlassenen- und Invalidenvorsorge (BVG) (Reform der beruflichen Vorsorge)",0.12430843222894493
205,Änderung des Bundesgesetzes über die Verrechnungssteuer (Stärkung des Fremdkapitalmarkts),0.12779730752607515
214,Bundesgesetz über eine sichere Stromversorgung mit erneuerbaren Energien (Änderung des Energiegesetzes und des Stromversorgungsgesetzes),0.12881968541002742
83,Volksinitiative «Verbandsbeschwerderecht: Schluss mit der Verhinderungspolitik - Mehr Wachstum für die Schweiz!»,0.12941160911055177
150,Volksinitiative «AHVplus: für eine starke AHV»,0.13106278832929608
181,Volksinitiative «Für ein Verbot der Finanzierung von Kriegsmaterialproduzenten»,0.14005601244682536
13,Volksinitiative «für eine Flexibilisierung der AHV - gegen die Erhöhung des Rentenalters für Frauen»,0.14028069395890502
101,Volksinitiative «6 Wochen Ferien für alle»,0.14091577755372164
166,Volksinitiative «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,0.14174075312088041
14,Volksinitiative «für ein flexibles Rentenalter ab 62 für Frau und Mann»,0.14396166141425723
64,"Bundesgesetz über die eingetragene Partnerschaft gleichgeschlechtlicher Paare (Partnerschaftsgesetz, PartG)",0.14580546798894045
223,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",0.14590430929158074
156,Energiegesetz (EnG),0.14809399626376904
201,Übernahme der EU-Verordnung über die Europäische Grenz- und Küstenwache (Weiterentwicklung des Schengen-Besitzstands),0.15430862305167858
134,Volksinitiative «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»,0.15877229591394396
21,Bundesgesetz über die Armee und die Militärverwaltung (Bewaffnung),0.16012867669100703
164,"Bundesbeschluss über die Velowege sowie die Fuss- und Wanderwege (direkter Gegenentwurf zur Volksinitiative «Zur Förderung der Velo-, Fuss- und Wanderwege [Velo-Initiative]»)",0.16374018926642092
108,Volksinitiative «Sicheres Wohnen im Alter»,0.16405746129740337
206,Bundesbeschluss über eine besondere Besteuerung grosser Unternehmensgruppen (Umsetzung des OECD/G20-Projekts zur Besteuerung grosser Unternehmensgruppen),0.1729129974561504
165,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel (Fair-Food-Initiative)»,0.17294314665970442
22,Bundesgesetz über die Armee und die Militärverwaltung (Ausbildungszusammenarbeit),0.1772301897361379
62,Bundesgesetz über die Forschung an embryonalen Stammzellen,0.1783544631209483
54,Bundesbeschluss über die Finanzierung der AHV/IV durch Anhebung der Mehrwertsteuersätze,0.18128901552740678
86,Weiterführung des Freizügigkeitsabkommens zwischen der CH und der EU sowie über die Genehmigung des Protokolls über die Ausdehnung des Abkommens auf Bulgarien und Rumänien,0.1851955249321547
15,Volksinitiative «Sparen beim Militär und der Gesamtverteidigung - für mehr Frieden und zukunftsgerichtete Arbeitsplätze»,0.1866812946538019
177,Bundesgesetz über die direkte Bundessteuer (DBG) (Steuerliche Berücksichtigung der Kinderdrittbetreuungskosten),0.19235076832101863
55,"Bundesgesetz über die Änderung von Erlassen im Bereich der Ehe- und Familienbesteuerung, der Wohneigentumsbesteuerung und der Stempelabgaben",0.1940825452072687
38,Bundesgesetz über die obligatorische  Arbeitslosenversicherung und die Insolvenzentschädigung,0.19545261888794646
152,Volksinitiative «Für den geordneten Ausstieg aus der Atomenergie»,0.19655068114829508
63,Bundesbeschluss über die Genehmigung und die Umsetzung der bilateralen Abkommen zwischen der Schweiz und der EU über die Assoziierung an Schengen und Dublin,0.19863839154591129
118,Arbeitsgesetz (Liberalisierung der Öffnungszeiten von Tankstellenshops),0.20312561772586146
148,Änderung des Asylgesetzes (AsylG),0.21910243760676915
122,Bundesbeschluss über die Finanzierung und den Ausbau der Eisenbahninfrastruktur (direkter Gegenentwurf zur zurückgezogenen Volksinitiative «Für den öffentlichen Verkehr»),0.21980172819828783
151,"Bundesgesetz über den Nachrichtendienst (Nachrichtendienstgesetz, NDG)",0.2258842082276161
191,Änderung des Schweizerischen Zivilgesetzbuches (Ehe für alle),0.23026502440102264
41,Bundesgesetz über die Armee und die Militärverwaltung (Armee XXI),0.23742266430721978
197,Änderung des Bundesgesetzes über die Stempelabgaben (StG),0.24123083592304653
42,Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz,0.2430708730717203
149,Volksinitiative «Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)»,0.2472826549377849
72,Bundesgesetz über die Zusammenarbeit mit den Staaten Osteuropas,0.24755579890317142
90,Bundesbeschluss über den Verzicht auf die Einführung der allgemeinen Volksinitiative,0.25357441163690825
31,"Schweizerisches Strafgesetzbuch (Schwangerschaftsabbruch, Fristenregelung)",0.25919685932519493
65,Bundesbeschluss über die Ausdehnung des Personenfreizügigkeitsabkommens auf die neuen EU-Staaten und über die Revision der flankierenden Massnahmen,0.25999825674525107
136,Bundesbeschluss über die Änderung der Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie im Humanbereich,0.27296099781179045
176,"Bundesgesetz über die Jagd und den Schutz wildlebender Säugetiere und Vögel (Jagdgesetz, JSG)",0.28546682121369205
50,Gegenentwurf zur Volksinitiative «Avanti - für sichere und leistungsfähige Autobahnen»,0.28776665586810474
171,Bundesgesetz über die Steuerreform und die AHV-Finanzierung (STAF),0.2885928664023679
76,Volksinitiative «Gegen Kampfjetlärm in Tourismusgebieten»,0.2958210843721153
154,Bundesbeschluss über die Schaffung eines Fonds für die Nationalstrassen und den Agglomerationsverkehr,0.3030565348220553
174,Strafgesetzbuch und des Militärstrafgesetz (Diskriminierung und Aufruf zu Hass aufgrund der sexuellen Orientierung),0.3037671166982152
102,Bundesbeschluss über die Regelung der Geldspiele zugunsten gemeinnütziger Zwecke,0.30494597122830575
222,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,0.32052390784825135
147,"Bundesgesetz über die medizinisch unterstützte Fortpflanzung (Fortpflanzungsmedizingesetz, FMedG)",0.33402199555875856
160,Bundesbeschluss über die neue Finanzordnung 2021,0.34328151698557574
130,Volksinitiative «Für eine öffentliche Krankenkasse»,0.3518603146350758
104,Volksinitiative «Eigene vier Wände dank Bausparen»,0.3594069222812537
153,Bundesbeschluss über die erleichterte Einbürgerung von Personen der dritten Ausländergeneration,0.3758513363670313
74,Volksinitiative «Für eine soziale Einheitskrankenkasse»,0.3800971896787016
155,Bundesgesetz über steuerliche Massnahmen zur Stärkung der Wettbewerbsfähigkeit des Unternehmensstandorts Schweiz,0.4026592170742889
100,Volksinitiative «Für ein steuerlich begünstigtes Bausparen zum Erwerb von selbst genutztem Wohneigentum und zur Finanzierung von baulichen Energiespar- und Umweltschutzmassnahmen»,0.41771437969793207
103,Bundesgesetz über die Buchpreisbindung,0.4452829933505235
